,id,title,type,description,release_year,genres,production_countries,imdb_score,actors,directors
43,43,rocky v,movie,"a lifetime of taking shots has ended rocky’s career, and a crooked accountant has left him broke. inspired by the memory of his trainer, however, rocky finds glory in training and takes on an up-and-coming boxer.",1990,drama|sport,us,5,sylvester-stallone|talia-shire|burt-young|richard-gant|tommy-morrison|sage-stallone|burgess-meredith|tony-burton|jimmy-gambina|delia-sheppard|mike-girard-sheehan|michael-anthony-williams|kevin-connolly|elisebeth-peters|hayes-swope|nicky-blair|jodi-letizia|christopher-avildsen|jonathan-avildsen|don-sherman|stu-nahan|al-bernstein|james-binns|meade-martin|michael-buffer|albert-j.-myles|jane-marla-robbins|ben-geraci|clifford-c.-coleman|lou-fillipo|frank-cappuccino|lauren-k.-woods|robert-seltzer|albert-s.-meltzer|j.j.-clark|stanley-r.-hochman|elmer-smith|henry-d.-tillman|stan-ward|brian-phelps|mark-thompson|paul-cain|kent-h.-johnson|cindy-roberts|patrick-cronin|helena-carroll|tony-munafo|bob-vasquez|richard-'dub'-wright|susan-persily|john-cahill|leroy-neiman|michael-pataki|jennifer-flavin|tricia-flavin|julie-flavin|bob-giovane|carol-a.-ready|katharine-margiotta|jeff-langton|joe-sabatino|danny-epper|del-weston|mel-scott-thomas|billy-d.-lucas|curtis-jackson|dale-jacoby|clay-hodges|richard-c.-oprison|kevin-bucceroni|john-d'martin|rodney-frazier|eric-hedgeman|charles-hines|kerry-judge|billy-d.-saunders|lloyd-kaufman|paul-micale,john-g.-avildsen
44,44,twins,movie,julius and vincent benedict are the results of an experiment that would allow for the perfect child. julius was planned and grows to athletic proportions. vincent is an accident and is somewhat smaller in stature. vincent is placed in an orphanage while julius is taken to a south seas island and raised by philosophers. vincent becomes the ultimate low life and is about to be killed by loan sharks.,1988,comedy|crime,us,6,arnold-schwarzenegger|danny-devito|kelly-preston|chloe-webb|bonnie-bartlett|marshall-bell|trey-wilson|david-caruso|hugh-o'brian|tony-jay|nehemiah-persoff|maury-chaykin|tom-mccleister|david-efron|peter-dvorsky|robert-harper|rosemary-dunsmore|lora-milligan|richard-defaut|richard-portnow|s.a.-griffin|billy-d.-lucas|lew-hopson|frances-bay|marvin-j.-mcintyre|cary-hiroyuki-tagawa|wayne-grace|thomas-wagner|jay-arlen-jones|ty-granderson-jones|elizabeth-kaitan|tom-platz|roger-callard|jason-reitman|catherine-reitman|dendrie-taylor|sven-ole-thorsen|gus-rethwisch|linda-porter|bruce-mcbroom|joe-medjuck|frank-davis|john-michael-bolger|steve-reevis|jeff-beck|terry-bozzio|tony-hymas|nicolette-larson|jill-avery|dustin-amy|heather-graham|peter-kent|raymond-storti,ivan-reitman
45,45,out of africa,movie,"out of africa tells the story of the life of danish author karen blixen, who at the beginning of the 20th century moved to africa to build a new life for herself. the film is based on the autobiographical novel by karen blixen from 1937.",1986,drama|romance,us,7,robert-redford|meryl-streep|klaus-maria-brandauer|michael-kitchen|malick-bowens|michael-gough|suzanna-hamilton|rachel-kempson|graham-crowden|leslie-phillips|shane-rimmer|joseph-thiaka|stephen-kinyanjui|mike-bugara|job-seda|mohammed-umar|donal-mccann|kenneth-mason|tristram-jellinek|stephen-b.-grimes|annabel-maule|benny-young|sbish-trzebinski|allaudin-qureshi|niven-boyd|iman|abdulla-sunado|amanda-parkin|muriel-gross|ann-palmer|keith-pearson,sydney-pollack
46,46,parenthood,movie,"the story of the buckman family and friends, attempting to bring up their children. they suffer/enjoy all the events that occur: estranged relatives, the 'black sheep' of the family, the eccentrics, the skeletons in the closet, and the rebellious teenagers.",1989,comedy|drama,us,7,steve-martin|mary-steenburgen|dianne-wiest|jason-robards|rick-moranis|tom-hulce|martha-plimpton|keanu-reeves|harley-jane-kozak|dennis-dugan|joaquin-phoenix|eileen-ryan|helen-shaw|jasen-fisher|paul-linke|alisan-porter|zachary-la-voy|ivyann-schwan|alex-burrall|lowell-ganz|rance-howard|max-elliott-slade|clint-howard|lamont-lofton|erika-rafuls|jordan-kessler|billy-cohen|isabel-cooley|walter-von-huene,ron-howard
47,47,thomas & friends,show,"thomas & friends is a british children's television series, which had its first broadcast on the itv network on 4 september 1984. it is based on the railway series of books by the reverend wilbert awdry and his son, christopher awdry. these books deal with the adventures of a group of anthropomorphised locomotives and road vehicles who live on the fictional island of sodor. the books were based on stories wilbert told to entertain his son, christopher during his recovery from measles. from series one to four, many of the stories are based on events from awdry's personal experience.",1984,animation|family|fantasy|music|drama|comedy|action|war,gb,6,rachael-louise-miller,
48,48,legal eagles,movie,"district attorney tom logan is set for higher office, at least until he becomes involved with defence lawyer laura kelly and her unpredictable client chelsea deardon. it seems the least of chelsea's crimes is the theft of a very valuable painting, but as the women persuade logan to investigate further and to cut some official corners, a much more sinister scenario starts to emerge.",1986,comedy|romance|crime,us,6,robert-redford|debra-winger|daryl-hannah|brian-dennehy|terence-stamp|steven-hill|david-clennon|john-mcmartin|jennifer-dundas|roscoe-lee-browne|christine-baranski|sara-botsford|david-hart|james-hurdle|gary-klar|christian-clemenson|bart-burns|bruce-french|lynn-hamilton|paul-jabara|chevi-colton|annie-abbott|kristine-sutherland|everett-quinton|peter-boyden|thomas-barbour|mary-griffin|vincent-guastaferro|burke-byrnes|brian-doyle-murray|grant-heslov|shannon-wilcox|kevin-hagan|liz-sheridan,ivan-reitman
49,49,she's gotta have it,movie,"the story of nola darling's simultaneous sexual relationships with three different men is told by her and by her partners and other friends. all three men wanted her to commit solely to them; nola resists being ""owned"" by a single partner.",1986,comedy|romance,us,7,tracy-camilla-johns|tommy-redmond-hicks|john-canada-terrell|spike-lee|raye-dowell|joie-lee|s.-epatha-merkerson|bill-lee|cheryl-burr|aaron-dugger|stephanie-covington|renata-cobbs|cheryl-d.-singleton|monty-ross|tiziano-cortini|erik-dellums|reginald-hudlin|eric-payne|gerard-brown|ernest-r.-dickerson|eric-wilkins|fab-5-freddy|scott-sillers|geoffrey-garfield|kathy-banks|steve-nicks|steve-ning,spike-lee
50,50,strange voices,movie,a family begins to fall apart when their eldest daughter is diagnosed with schizophrenia.,1987,drama,us,6,nancy-mckeon|valerie-harper|stephen-macht|tricia-leigh-fisher|millie-perkins|robert-krantz|robin-morse|jack-blessing|marta-kristen|heidi-schooler|molly-mcclure|gerald-hiken|fay-hauser|gary-bisig|micah-grant|nomi-mitty|william-wintersole|christine-avila|fred-ponzlov|madeleine-swift|charles-walker|ethel-winant|gloria-camden|robert-crow|art-bradford|david-blatt|jeff-kizer|danny-mccoy-jr.,arthur-allan-seidelman
51,51,fireman sam,show,"follow the adventures of fireman sam and his colleagues as they protect the citizens of the welsh town of pontypandy. whenever the alarm sounds, brave sam and his co-workers can be counted on to jump into a fire engine, hop onto a helicopter, or even launch an inflatable lifeboat to battle blazes, mount rescue missions, or provide medical attention to those in need.",1987,comedy|animation|family|crime|european,gb,6,steven-kynman|david-carling|su-douglas|tegwen-tucker|harriet-kershaw|alex-lowe|jo-wyatt|ifan-huw-dafydd|john-hasler|nigel-whitmey,gary-andrews
52,52,in defense of a married man,movie,"when a defense lawyer's adulterous husband becomes the prime suspect in the murder of the woman he was cheating with, his wife chooses to defend him. can she overcome his betrayal while searching for the truth?",1990,drama|crime,us,6,judith-light|michael-ontkean|jerry-orbach|johnny-galecki|cynthia-sikes|gema-zamprogna|patricia-hamilton|pat-corley|nicholas-campbell|john-colicos|tony-rosato|colin-fox|david-hemblen|errol-slue|jonathan-welsh|frank-adamson|karen-kennedy|elizabeth-lennie|marc-gomes|allan-aarons|matt-birman|scott-wickware,joel-oliansky
53,53,the four seasons,movie,"three middle-aged wealthy couples take vacations together in spring, summer, autumn and winter. along the way we are treated to mid-life, marital, parental and other crises.",1981,romance|comedy|drama,us,7,alan-alda|carol-burnett|len-cariou|sandy-dennis|rita-moreno|jack-weston|bess-armstrong|elizabeth-alda|beatrice-alda|robert-hitt|kristi-mccarthy|david-stackpole,alan-alda
54,54,parrot sketch not included: twenty years of monty python,movie,"steve martin presents selected sketches from ""monty python's flying circus (1969)"". it's the well known sketches, though the parrot sketch is not included. steve martin has some funny comments on the pythons.",1989,comedy,gb,8,graham-chapman|john-cleese|terry-gilliam|eric-idle|terry-jones|michael-palin|steve-martin,ian-macnaughton
55,55,the little wars,movie,"beirut resident soraya is drawn to two men: daredevil photographer nabil and talal, who must embrace his feudal heritage when his father is kidnapped.",1983,drama|war|european,lb|fr,6,soraya-khoury|nabil-ismaïl|roger-hawa|reda-khoury|youcef-hosni,maroun-bagdadi
56,56,mobile suit gundam iii: encounters in space,movie,"amuro ray and the rest of the white base crew, now denominated the 13th autonomous corps, return to outer space to support the rest of the earth federation forces for the decisive battle against the duchy of zeon's forces.",1982,animation|action|drama|scifi|war,jp,8,toru-furuya|shuichi-ikeda|hirotaka-suzuoki|kiyonobu-suzuki|fuyumi-shiraishi|keiko-han|banjo-ginga|mami-koyama|yasuo-matsumura|toshio-furukawa|rumiko-ukai|hidekatsu-shibata|makio-inoue|yō-inoue,yoshiyuki-tomino
57,57,monty python live at the hollywood bowl,movie,"monty python perform many of their greatest sketches at the hollywood bowl, including several from pre-python days.",1982,comedy|documentation,gb,8,terry-gilliam|john-cleese|graham-chapman|eric-idle|terry-jones|michael-palin|neil-innes|carol-cleveland,terry-hughes|ian-macnaughton
58,58,danger mouse,show,"danger mouse, the world's greatest secret agent, and his side-kick penfold work to foil the evil schemes of baron greenback.",1981,animation|comedy|family|scifi|action|european,gb,7,david-jason|terry-scott|edward-kelsey|brian-trueman,
59,59,unspeakable acts,movie,two psychologists try to demonstrate that a man is a pedophile and has abused many children.,1990,drama,us,6,jill-clayburgh|brad-davis|sam-behrens|gary-frank|james-handy|mark-harelik|season-hubley|terence-knox|joseph-mazzello|john-mazzello,linda-otto
60,60,mobile suit gundam ii: soldiers of sorrow,movie,"after managing to survive attacks by zeon's char aznable and garma zabi, the crew of federation warship white base and its mobile suits must battle zeon forces through asia, europe, and the atlantic ocean if they are to reach earth federation's headquarters alive. during that process many of its crewmembers must overcome their fears, losses, immaturities, and insecurities in order to survive.",1981,animation|action|drama|scifi|war,jp,7,toru-furuya|shuichi-ikeda|hirotaka-suzuoki|fuyumi-shiraishi|kiyonobu-suzuki|masashi-hirose|shozo-iizuka|kaneto-shiozawa|yumi-nakatani|yasuo-matsumura|keiko-toda|toshio-furukawa|rumiko-ukai|yō-inoue,yoshiyuki-tomino
61,61,mobile suit gundam: char's counterattack,movie,"in uc 0093, the federation has recovered from its defeat and has created a new anti-colonial special forces unit to deal with rebel forces: londo bell. elsewhere in space, char aznable re-appears out of self imposed hiding with a declaration that he now commands his own neo-zeon movementand intends to force the emigration of earth's inhabitants to space by bringing about an apocalypse.",1988,animation|action|drama|scifi|war,jp,7,shuichi-ikeda|toru-furuya|fuyumi-shiraishi|hirotaka-suzuoki|kazue-ikura|koichi-yamadera|maria-kawamura|mayumi-shou|mitsuki-yayoi|nozomu-sasaki|shingo-hiromori|shinobu-adachi|yoshiko-sakakibara,yoshiyuki-tomino
62,62,agneepath,movie,a young boy's father is lynched before his eyes; fifteen years later he returns home for revenge.,1990,drama|crime|action,in,8,amitabh-bachchan|mithun-chakraborty|madhavi|neelam-kothari|danny-denzongpa|archana-puran-singh|alok-nath|rohini-hattangadi|tinnu-anand|vikram-gokhale|master-manjunath|sharat-saxena|goga-kapoor|avtar-gill|aanjjan-srivastav|bob-christo|shammi|pradeep-ram-singh-rawat|shakti-kapoor|deepak-shirke|sudhir-pandey,mukul-anand
63,63,waiting for the hearse,movie,"mama cora, who is almost eighty years old, has three sons and a daughter. she lives with one of them, who has serious financial problems. the family meets one day to celebrate an anniversary meal, and that is when the problem arises: which of them will take care of her?",1985,comedy,ar,8,luis-brandoni|china-zorrilla|antonio-gasalla|julio-de-grazia|betiana-blum|juan-manuel-tenuta|mónica-villa|enrique-pinti|darío-grandinetti|cecilia-rossetto|andrea-tenuta|lidia-catalano|clotilde-borella|josé-andrada|miguel-ángel-porro|gofredo-colombo|juan-acosta|josé-andrada,alejandro-doria
64,64,the george mckenna story,movie,"washington plays a school principal in a tough inner city los angeles high school out to rid it of drugs, gangs, low moral of teachers, and restore educational values.",1986,drama,us,6,denzel-washington|lynn-whitfield|earl-billings|ray-buktenica|akosua-busia|richard-masur|virginia-capers|j.a.-preston|bill-henderson|brent-jennings|michael-milburn|barbara-townsend|terrance-ellis|michael-c.-matthews|ken-sagoes,eric-laneuville
65,65,the ryan white story,movie,"the story of ryan white, a 13-year-old haemophiliac who contracted aids from factor viii, which was used to control this disorder.",1989,drama,us,7,judith-light|michael-bowen|nikki-cox|george-dzundza|sarah-jessica-parker|mitchell-ryan|peter-scolari|grace-zabriskie|george-c.-scott|kathy-wagner|casey-ellison|mark-joy|ryan-white|lukas-haas|sue-satoris,john-herzfeld
66,66,disco dancer,movie,"anil, a street singer, is humiliated and driven out of bombay along with his mother. however, he soon becomes a famous performer but the enemies from his past try to destroy his hard-earned career.",1982,drama|romance,in,6,mithun-chakraborty|kim|rajesh-khanna|om-shivpuri|karan-razdan|kalpana-iyer|om-puri|gita-siddharth|yusuf-khan|bob-christo|master-chhotu|baby-pinky|janki-das|amarnath-mukherjee|chandrashekhar|gauri-verma|sunil-dhawan|avtar-singh-gullu|harbans-darshan-m.-arora|tyrone-aviet|yunus-parvez|tun-tun|yasmin|bina|vee-suri|anjuman|priyanka-upendra,babbar-subhash
67,67,dostana,movie,"two close friends decide to enter law enforcement, one as a police officer, the other as a lawyer, but their friendship begins to unravel when they both fall in love with the same woman.",1982,drama|comedy|romance|action|crime,in,2,amitabh-bachchan|shatrughan-sinha|zeenat-aman|prem-chopra|amrish-puri|helen|pran|gajanan-jagirdar|sajjan|iftekhar|k.n.-singh|trilok-kapoor|abhimanyu-sharma|goga-kapoor|mac-mohan|paintal|jagdish-raj|yunus-parvez|sudhir|sharat-saxena|ruby-myers|mohan-sherry|sudha-chopra|vikas-anand|birbal|harbans-darshan-m.-arora|jennifer-stone|raj-kumar-kapoor,raj-khosla
68,68,mujrim,movie,"the film follows the story of shankar, who is regarded as a criminal by society after being in jail for ten years since childhood.",1989,drama|action|crime,in,6,mithun-chakraborty|madhuri-dixit|nutan|shakti-kapoor|amrish-puri|sharat-saxena|pallavi-joshi|johnny-lever|kunickaa-sadanand|jagdeep|gulshan-grover,umesh-mehra
